player_id,matches_played,win_rate,favorite_map,favorite_side,favorite_mode,premier_win_rate,competitive_win_rate,overtime_rate,avg_rounds_played,avg_kills,avg_deaths,avg_assists,avg_kd,avg_kills_per_round,avg_deaths_per_round,high_kd_rate,skill
10000,30,0.33333333333333333333,ancient,CT,premier,0.33333333333333333333,0.33333333333333333333,0.10000000000000000000,20.8000000000000000,12.6666666666666667,14.0666666666666667,3.8000000000000000,1.01448592801533977726,0.59774521029938986595,0.67895598859170672335,0.23333333333333333333,0.494
10001,45,0.53333333333333333333,overpass,T,premier,0.56666666666666666667,0.46666666666666666667,0.08888888888888888889,19.5555555555555556,13.4000000000000000,12.0000000000000000,4.1333333333333333,1.38247258455720788078,0.68735545649665988822,0.60708444144808393025,0.44444444444444444444,0.486
10002,35,0.42857142857142857143,inferno,T,premier,0.42857142857142857143,0.42857142857142857143,0.02857142857142857143,19.8285714285714286,13.8571428571428571,12.4000000000000000,4.8000000000000000,1.44216946918627590374,0.68895072944060999862,0.62408787758723306208,0.40000000000000000000,0.670
10003,43,0.37209302325581395349,inferno,T,competitive,0.38095238095238095238,0.36363636363636363636,0.06976744186046511628,20.1627906976744186,13.3255813953488372,13.0697674418604651,3.9767441860465116,1.22549346548284556615,0.65933169666206758465,0.65259111868381168140,0.32558139534883720930,0.635
10004,43,0.37209302325581395349,inferno,T,competitive,0.44444444444444444444,0.32000000000000000000,0.09302325581395348837,19.9302325581395349,12.9534883720930233,13.6046511627906977,3.8372093023255814,1.08795060958193653039,0.63630491318390789708,0.70242052277913172435,0.32558139534883720930,0.666
10005,34,0.52941176470588235294,vertigo,CT,competitive,0.58823529411764705882,0.47058823529411764706,0.00000000000000000000,20.0294117647058824,15.6764705882352941,11.6470588235294118,4.9705882352941176,1.69253075356016532577,0.79428145033562594299,0.56776511195214132036,0.55882352941176470588,0.752
10006,33,0.45454545454545454545,nuke,CT,premier,0.58823529411764705882,0.31250000000000000000,0.06060606060606060606,19.6060606060606061,14.3636363636363636,12.4242424242424242,3.4242424242424242,1.48172737721358604758,0.73244776194380937130,0.62723703122340526127,0.45454545454545454545,0.540
10007,30,0.46666666666666666667,ancient,T,premier,0.43750000000000000000,0.50000000000000000000,0.10000000000000000000,20.0000000000000000,15.4000000000000000,11.9333333333333333,3.8333333333333333,1.84505989380989380716,0.77779268881578794637,0.58959347488901984100,0.50000000000000000000,0.773
10008,34,0.41176470588235294118,mirage,CT,competitive,0.33333333333333333333,0.47368421052631578947,0.02941176470588235294,18.3529411764705882,13.8823529411764706,11.8529411764705882,3.9411764705882353,1.57556291747468218790,0.75548921631082756266,0.65001521320844244522,0.44117647058823529412,0.622
10009,34,0.52941176470588235294,mirage,T,premier,0.55000000000000000000,0.50000000000000000000,0.08823529411764705882,20.2058823529411765,10.3235294117647059,13.4117647058823529,3.9705882352941176,0.84593729284131760790,0.50382503859066433725,0.66423779857226526261,0.23529411764705882353,0.287
10010,35,0.45714285714285714286,ancient,CT,premier,0.55000000000000000000,0.33333333333333333333,0.02857142857142857143,19.5714285714285714,12.9428571428571429,12.5428571428571429,3.9714285714285714,1.29759010253592297316,0.67328770743280483122,0.63453046936504621638,0.31428571428571428571,0.544
